,Link,Title,Company Name,Location,Date,Salary
0,,,,,,
1,https://in.indeed.com//company/Accountico-Consultancy-Services-Pvt-Ltd/jobs/Data-Analyst-1632448490f119f1?fccid=d5a1f580cac5b01e&vjs=3,newData Analyst,Accountico Consultancy Services Pvt Ltd,"Noida, Uttar Pradesh",EmployerActive 3 days ago,"Rs. 8,000 - Rs. 15,000 a month"
2,https://in.indeed.com//rc/clk?jk=37ec355a24bbaea8&fccid=d0d30499c8b16494&vjs=3,newData Analyst,Study Group,"Noida, Uttar Pradesh",Posted8 days ago,N/A
3,https://in.indeed.com//company/Report-Ocean-Pvt-Ltd/jobs/Market-Research-Analyst-c613695d557fa628?fccid=cbc9d2be8f4408c5&vjs=3,newMarket Research Analyst,Report Ocean Pvt Ltd,"Noida, Uttar Pradesh",EmployerActive 7 days ago,"Rs. 30,000 - Rs. 60,000 a month"
4,https://in.indeed.com//rc/clk?jk=8be03b4166eb0f31&fccid=b716e44d2c6283e7&vjs=3,newData Analyst - Operations-2,S&P Global,"Noida, Uttar Pradesh",Posted5 days ago,N/A
5,https://in.indeed.com//company/Compunnel-Inc./jobs/Business-Analyst-Data-Analyst-57c20dc2733e108b?fccid=a290744589afaf5a&vjs=3,Business Analyst/Data Analyst,Compunnel Inc.,"Noida, Uttar Pradesh",EmployerActive 12 days ago,"Rs. 18,00,000 a year"
6,https://in.indeed.com//rc/clk?jk=60b795a76fa72bb5&fccid=dd616958bd9ddc12&vjs=3,newData Analyst (Junior),FENG GROUP,"New Delhi, Delhi",Posted6 days ago,N/A
7,https://in.indeed.com//rc/clk?jk=e37508527de082f8&fccid=82656d64a9a3e6a7&vjs=3,newData Analyst,Ericsson,"Noida, Uttar Pradesh",Posted6 days ago,N/A
8,https://in.indeed.com//company/Climate-Change-Response-Pty-Ltd/jobs/Data-Analyst-056c653ca709164b?fccid=e77639e1ce76ebb1&vjs=3,Data Analyst,Arnowa,"New Delhi, Delhi",EmployerActive 4 days ago,"Rs. 25,000 a month"
9,https://in.indeed.com//rc/clk?jk=1e471d3884fad3d8&fccid=bb12c857d8460724&vjs=3,Data Analyst,ANR Software,"Noida, Uttar Pradesh",Posted12 days ago,N/A
10,https://in.indeed.com//rc/clk?jk=9a8983113b516229&fccid=b716e44d2c6283e7&vjs=3,newResearch Analyst – Bond Reference Data,S&P Global,"Noida, Uttar Pradesh",Posted1 day ago,N/A
11,https://in.indeed.com//rc/clk?jk=515a83c0275cd517&fccid=3c38342724c75954&vjs=3,"newAssistant Manager - Provider Data Analyst - Noida, UP",Optum,"Noida, Uttar Pradesh",Posted5 days ago,N/A
12,https://in.indeed.com//company/inspecthoa/jobs/Market-Research-Analyst-db02db3079bf8924?fccid=c26434c9b8d0f614&vjs=3,newMarket Research Analyst,InspectHOA,"Remote in Noida, Uttar Pradesh",PostedToday,"Rs. 11,000 - Rs. 25,000 a month"
13,https://in.indeed.com//company/Analytics-Squad/jobs/Freelance-Data-Analytic-2a1beed8e92562e6?fccid=622431ca0836efaf&vjs=3,Freelance Data Analytics,Analytics Squad,"Noida, Uttar Pradesh",EmployerActive 29 days ago,"Rs. 15,000 - Rs. 18,000 a month"
14,https://in.indeed.com//company/SSS-PVT.LTD./jobs/Data-Research-Analyst-17368c6bb08c3b01?fccid=0e7d255bed170202&vjs=3,Data Research Analyst- (Non Technical Profile),SDAD TECHNOLOGY PVT LTD,"Noida, Uttar Pradesh",EmployerActive 4 days ago,"Rs. 15,000 - Rs. 18,000 a month"
15,https://in.indeed.com//company/Analytics-Squad/jobs/Data-Analyst-beb98d5774a5cac5?fccid=622431ca0836efaf&vjs=3,Data Analyst - Python/Artificial Intelligence,Analytics Squad,"Noida, Uttar Pradesh",EmployerActive 6 days ago,N/A
16,https://in.indeed.com//company/Simply-logistics-pvt-ltd/jobs/Data-Analyst-4559db7f1b8f249a?fccid=ba967bef33ab10ff&vjs=3,Data Analyst,Simply logistics pvt ltd,"New Delhi, Delhi",EmployerActive 1 day ago,"Rs. 10,164 - Rs. 30,000 a month"
17,https://in.indeed.com//rc/clk?jk=a47e36dfb0eef767&fccid=572def7985549ab3&vjs=3,Data Analyst,EaseMyTrip,"Noida, Uttar Pradesh",Posted30+ days ago,N/A
18,https://in.indeed.com//company/Todquest-Enterprises-Pvt-Ltd/jobs/Business-Analyst-e21d92184a52b1ec?fccid=33ae03d79e5b5d6e&vjs=3,Business Analyst,Todquest Enterprises pvt ltd,"Noida, Uttar Pradesh",EmployerActive 1 day ago,"Rs. 25,000 - Rs. 40,000 a month"
19,https://in.indeed.com//company/Acme-Infosystem-Professionals/jobs/Business-Analyst-b1e0f3b1f2c9ae9a?fccid=0b4f457d13ee80d2&vjs=3,Business Analyst,Acme Hr Consulting,"Noida, Uttar Pradesh",EmployerActive 1 day ago,"Rs. 30,000 - Rs. 50,000 a month"
20,https://in.indeed.com//rc/clk?jk=84128c1fe355d27f&fccid=a25bfd95fd20e99a&vjs=3,newSenior Data Analyst,Landis+Gyr,"Noida, Uttar Pradesh",Posted1 day ago,N/A
21,https://in.indeed.com//company/Optimiser/jobs/Product-Analyst-b4cc41e68be9845b?fccid=b2c8d8a6d95b89f3&vjs=3,newProduct Analyst,Optimiser,"Remote in Noida, Uttar Pradesh",PostedToday,"Rs. 3,00,000 - Rs. 12,00,000 a year"
22,https://in.indeed.com//company/IDCUBE-Corporation/jobs/Business-Analyst-d55138b82faf73f4?fccid=a56c72e7ba14ace3&vjs=3,newBusiness Analyst,IDCUBE Identification Systems Private Limited,"Remote in Noida, Uttar Pradesh",EmployerActive 4 days ago,"Rs. 7,00,000 - Rs. 11,00,000 a year"
23,https://in.indeed.com//company/Apeiron-Management-Private-Limited/jobs/Credit-Analyst-6a3be8998e5584fc?fccid=1a8cfece37b6ff9a&vjs=3,Credit Analyst,Apeiron Management Private Limited,"Noida, Uttar Pradesh",EmployerActive 1 day ago,"Rs. 12,407 - Rs. 41,926 a month"
24,https://in.indeed.com//rc/clk?jk=ddd4cbfdfcd1f3d6&fccid=4f71a266133f864f&vjs=3,Data Analyst/Data Engineer,Content Bloom,"Noida, Uttar Pradesh",Posted30+ days ago,N/A
25,https://in.indeed.com//rc/clk?jk=7309a5a79432ba65&fccid=afe30394bfba1470&vjs=3,newProcess Developer - Data Analyst,Genpact,"Noida, Uttar Pradesh",Posted5 days ago,N/A
26,https://in.indeed.com//company/Econ-One-Research-India-Private-Limited/jobs/Data-Analytic-b4df2d7e13c6adbf?fccid=7b75d6294b1fdb7e&vjs=3,Data Analytics,Econ One Research India Private Limited,"New Delhi, Delhi",EmployerActive 4 days ago,"Rs. 8,50,000 a year"
27,https://in.indeed.com//rc/clk?jk=34d95a45fe270b1c&fccid=363d27976f5fa667&vjs=3,Data Analyst - 7129,ION,"Noida, Uttar Pradesh",Posted30+ days ago,N/A
28,https://in.indeed.com//rc/clk?jk=b9a34dba6eefbcbc&fccid=1544766d4c2915b0&vjs=3,newAnalyst - Assurance - National - Accounting - Noida,EY,"Noida, Uttar Pradesh",Posted6 days ago,N/A
29,https://in.indeed.com//rc/clk?jk=ee451d55deefc9ce&fccid=6dc473dd4652209d&vjs=3,Data Analyst (Intern),iDreamCareer,"New Delhi, Delhi",Posted10 days ago,"Rs. 7,000 a month"
30,https://in.indeed.com//rc/clk?jk=782439a822f2f03f&fccid=2c5124213c13672a&vjs=3,Data Analyst,BenoGroup,"Ghaziabad, Uttar Pradesh",Posted30+ days ago,"Rs. 30,000 - Rs. 40,000 a month"
31,https://in.indeed.com//company/Rncos-E--Services-Pvt.-Ltd/jobs/Market-Research-Analyst-6ccbac3a20793985?fccid=cf2b716b23f41f44&vjs=3,Market Research Analyst,Rncos E-Services Pvt. Ltd,"Noida, Uttar Pradesh",EmployerActive 7 days ago,"Rs. 25,000 - Rs. 30,000 a month"
32,https://in.indeed.com//rc/clk?jk=ea66762f09d1cfd3&fccid=f89deb5a97c7738a&vjs=3,newSr Analyst- SEO & Data Science,Adobe,"Noida, Uttar Pradesh",Posted5 days ago,N/A
33,https://in.indeed.com//company/Professional-Manpower-Services/jobs/Data-Analyst-9d526bc7e829b98c?fccid=bb57ab30217a4f39&vjs=3,Data Analyst,Professional Manpower Services,"Noida, Uttar Pradesh",Posted30+ days ago,"Rs. 30,000 - Rs. 60,000 a month"
34,https://in.indeed.com//company/Techneplus/jobs/Bi-Developer-344022276b93b1e4?fccid=ca2dc242f58e938e&vjs=3,BI Developer,Techneplus,"Noida, Uttar Pradesh",EmployerActive 14 days ago,"Rs. 10,00,000 - Rs. 15,00,000 a year"
35,https://in.indeed.com//rc/clk?jk=909465a8986da30e&fccid=faafb1e3608f262f&vjs=3,Data Analyst or Senior Data Analyst,Mothersonsumi INfotech & Designs,"Noida, Uttar Pradesh",Posted18 days ago,N/A
36,https://in.indeed.com//rc/clk?jk=cee84779a6c3e301&fccid=c34475e12f4901e1&vjs=3,Data Analyst,TLC,"New Delhi, Delhi",Posted30+ days ago,N/A
37,https://in.indeed.com//rc/clk?jk=d548a37f77b534c1&fccid=3c38342724c75954&vjs=3,Data Analyst-SSIS ETL,Optum,"Noida, Uttar Pradesh",Posted30+ days ago,N/A
38,https://in.indeed.com//rc/clk?jk=943aed77cf5f64bf&fccid=994b5c764776123e&vjs=3,Data Analyst - Ingestion,Crowe,"Noida, Uttar Pradesh",Posted30+ days ago,N/A
39,https://in.indeed.com//company/Nuage-BizTech-Pvt-Ltd/jobs/Business-Analyst-2cbe91b22533ba33?fccid=e8c864a7e3115768&vjs=3,Business Analyst,Nuage BizTech Pvt Ltd,"Noida, Uttar Pradesh",EmployerActive 8 days ago,"Rs. 6,00,000 - Rs. 10,00,000 a year"
40,https://in.indeed.com//rc/clk?jk=008eb79e3821093e&fccid=42a1a3f0a8b554b7&vjs=3,Data Analyst,Surgical Notes RCM LLC,"Noida, Uttar Pradesh",Posted27 days ago,N/A
41,https://in.indeed.com//rc/clk?jk=5252030fe711586e&fccid=189b4377c880f7e5&vjs=3,newGlobal Workforce Capacity and Data Analyst Sr Manager,Unisys,"Greater Noida, Uttar Pradesh",Posted7 days ago,N/A
42,https://in.indeed.com//company/I-DREAM-DIGITALABS/jobs/Data-Quality-Analyst-Lead-Generation-805719783ad3391c?fccid=c97e06d3b618f88e&vjs=3,newData Quality Analyst with Lead Generation,selling simplified India Pvt Ltd,"Noida, Uttar Pradesh",Posted7 days ago,N/A
43,https://in.indeed.com//rc/clk?jk=54c2313028da26b7&fccid=4d7f4e413bcbbe03&vjs=3,newSenior Data Analyst,Landis Gyr,"Noida, Uttar Pradesh",Posted1 day ago,N/A
44,https://in.indeed.com//rc/clk?jk=71484f218e6bbead&fccid=feaabf8e6a699d3c&vjs=3,Professional 2 Data Analyst (51005671),DXC Technology,"Noida, Uttar Pradesh",Posted10 days ago,N/A
45,https://in.indeed.com//rc/clk?jk=1e01cebda3e8e80b&fccid=c2c37d516c318b49&vjs=3,JD – Data Analyst ( Advanced Excel) (Male/Female candidate),Shri Management Services,"Noida, Uttar Pradesh",Posted29 days ago,"Rs. 6,00,000 - Rs. 8,00,000 a year"
46,https://in.indeed.com//rc/clk?jk=9e0c88770e88a6b1&fccid=39e7cc3fd9e2cd7d&vjs=3,Data Analyst,Iron Systems,"Noida, Uttar Pradesh",Posted27 days ago,N/A
47,https://in.indeed.com//rc/clk?jk=7ae9232f508c3a88&fccid=31746738c5a214e0&vjs=3,Data Analyst,Apsidata,"Noida, Uttar Pradesh",Posted30+ days ago,N/A
48,https://in.indeed.com//company/Econ-One-Research-India-Private-Limited/jobs/Senior-Analyst-a4bef389d87e88fd?fccid=7b75d6294b1fdb7e&vjs=3,Sr. Analyst,Econ One Research India Private Limited,"New Delhi, Delhi",EmployerActive 5 days ago,"Rs. 8,50,000 a year"
49,https://in.indeed.com//rc/clk?jk=1b40a9809d5c0bd3&fccid=b486aa3e21d764be&vjs=3,Analyst,Gamma,"Noida, Uttar Pradesh",Posted30+ days ago,N/A
50,https://in.indeed.com//company/iSource/jobs/Market-Research-Analyst-IT-a9861dd931ff6544?fccid=1b404de7ccf33f11&vjs=3,Market Research Analyst-IT,iSOURCe,"Remote in Noida, Uttar Pradesh",EmployerActive 2 days ago,"Rs. 16,000 - Rs. 20,000 a month"
51,https://in.indeed.com//rc/clk?jk=4e27a0bcec4ee33d&fccid=c72bbd46cf67c3bb&vjs=3,Data Analyst,RightWave,"Noida, Uttar Pradesh",Posted30+ days ago,N/A
52,https://in.indeed.com//company/Pearson-India-Education-Services-Pvt.-Ltd/jobs/Test-Security-Analyst-b4735e794742c9a0?fccid=d9974c77dbf4d195&vjs=3,Test Security Analyst,Pearson India Education Services Pvt. Ltd,"Noida, Uttar Pradesh",EmployerActive 1 day ago,"Rs. 3,00,000 - Rs. 4,50,000 a year"
53,https://in.indeed.com//company/The-Intect/jobs/Business-Analyst-76416ae23de47bea?fccid=1f5651b10d495780&vjs=3,newBusiness Analyst,The Intect,"Noida, Uttar Pradesh",Posted4 days ago,"Rs. 1,00,000 - Rs. 3,00,000 a month"
54,https://in.indeed.com//company/Marktine-Technology-Solutions/jobs/Power-Bi-Developer-d3a2dfbec4e641b7?fccid=4a3d46e28f0964e5&vjs=3,Power BI Developer,Marktine Technology Solutions,"Remote in Noida, Uttar Pradesh",EmployerActive 1 day ago,"Rs. 5,00,000 - Rs. 12,27,760 a year"
55,https://in.indeed.com//rc/clk?jk=f039258ccb0dc791&fccid=994b5c764776123e&vjs=3,Data Analyst - Financial Analyst,Crowe,"Noida, Uttar Pradesh",Posted30+ days ago,N/A
56,https://in.indeed.com//rc/clk?jk=4b3b025bd466085b&fccid=fd32937fcccfaa4a&vjs=3,Head Data Analytics,Strategic Talent Partner,"Noida, Uttar Pradesh",Posted30+ days ago,"Rs. 40,00,000 - Rs. 60,00,000 a year"
57,https://in.indeed.com//rc/clk?jk=35217e2df7acfd3a&fccid=990782d378c3e8b6&vjs=3,Sr. Data Analyst,Ameriprise Financial,"Noida, Uttar Pradesh",Posted30+ days ago,N/A
58,https://in.indeed.com//rc/clk?jk=d3897980aa90df93&fccid=a4e4e2eaf26690c9&vjs=3,Senior Analyst-Finance Data Maintenance,Accenture,"Noida, Uttar Pradesh",Posted30+ days ago,N/A
59,https://in.indeed.com//rc/clk?jk=07014989caad27db&fccid=a4e4e2eaf26690c9&vjs=3,Analyst-Supply chain product operations,Accenture,"Noida, Uttar Pradesh",Posted18 days ago,N/A
60,https://in.indeed.com//company/Group-Futurista/jobs/Market-Research-Analyst-d8d52b5e375b7e34?fccid=d2f1480bb0e2d356&vjs=3,Market Research Analyst,Group Futurista,"Temporarily Remote in Gautam Budh Nagar, Uttar Pradesh",EmployerActive 6 days ago,"Rs. 5,000 - Rs. 20,000 a month"
61,https://in.indeed.com//rc/clk?jk=719814b76091ea7a&fccid=c84ec43ebd794bd4&vjs=3,Data Analyst,WinZO,"New Delhi, Delhi",Posted30+ days ago,N/A
62,https://in.indeed.com//company/Cxl-Technologies/jobs/Market-Research-Analyst-7bbe2cde36f15edc?fccid=a1e88dfa6530bfef&vjs=3,Market Research Analyst(Walk-in Interviews),CXL Technologies,"Noida, Uttar Pradesh",EmployerActive 2 days ago,"Rs. 12,000 a month"
63,https://in.indeed.com//rc/clk?jk=b59729e458e54f87&fccid=61b330b512270335&vjs=3,newFinancial Analyst,Clearwater Analytics,"Noida, Uttar Pradesh",Posted6 days ago,N/A
64,https://in.indeed.com//rc/clk?jk=1a5d1c940cd6ff0b&fccid=424b9d5ffaae8f0b&vjs=3,Lead Analyst - Data Management,Technip Energies,"Noida, Uttar Pradesh",Posted13 days ago,N/A
65,https://in.indeed.com//rc/clk?jk=b352b2416f028502&fccid=3c38342724c75954&vjs=3,"Data Analyst - SQL SSIS and Snowflake - Noida, UP",Optum,"Noida, Uttar Pradesh",Posted30+ days ago,N/A
66,https://in.indeed.com//rc/clk?jk=3b1d85646dd6b05d&fccid=afe30394bfba1470&vjs=3,Gateway - Process Associate - Data Analyst,Genpact,"Noida, Uttar Pradesh",Posted30+ days ago,N/A
67,https://in.indeed.com//rc/clk?jk=5a7cae55b9af9332&fccid=7c34a56f265b4237&vjs=3,Sr. Quality Analyst (QA),Linchpin Technologies,"Noida, Uttar Pradesh",Posted22 days ago,N/A
68,https://in.indeed.com//rc/clk?jk=d4ea9070156eea32&fccid=61b330b512270335&vjs=3,Quantitative Financial Analyst,Clearwater Analytics,"Noida, Uttar Pradesh",Posted15 days ago,N/A
69,https://in.indeed.com//rc/clk?jk=eb4448901d8700b1&fccid=32006ab449771908&vjs=3,Senior Analyst - Data Visualization,Escalent,"Noida, Uttar Pradesh",Posted15 days ago,N/A
70,https://in.indeed.com//rc/clk?jk=358cf25253e75e3c&fccid=994b5c764776123e&vjs=3,Data Governance Analyst,Crowe,"Noida, Uttar Pradesh",Posted30+ days ago,N/A
71,https://in.indeed.com//rc/clk?jk=9f622a3c2968d891&fccid=5ea20d42212f5f18&vjs=3,Research Analyst,Insights Opinion,"Noida, Uttar Pradesh",Posted30+ days ago,N/A
72,https://in.indeed.com//rc/clk?jk=26608239f5daa635&fccid=32006ab449771908&vjs=3,Management Trainee/Analyst - Generic,Escalent,"Noida, Uttar Pradesh",Posted30+ days ago,N/A
73,https://in.indeed.com//company/Techneplus/jobs/Data-Analytic-Support-Engineer-841f2b92234a0e7e?fccid=ca2dc242f58e938e&vjs=3,Data Analytics Support Engineer,Techneplus,"Noida, Uttar Pradesh",EmployerActive 12 days ago,"Rs. 15,00,000 - Rs. 20,00,000 a year"
74,https://in.indeed.com//rc/clk?jk=0b8de5c784f9b650&fccid=cd22d01053af7669&vjs=3,Business Analyst 3-Ops,Oracle,"Noida, Uttar Pradesh",Posted30+ days ago,N/A
75,https://in.indeed.com//rc/clk?jk=828e9a065e923dea&fccid=afe30394bfba1470&vjs=3,Business Analyst - Data Science,Genpact,"Noida, Uttar Pradesh",Posted30+ days ago,N/A
76,https://in.indeed.com//rc/clk?jk=828e9a065e923dea&fccid=afe30394bfba1470&vjs=3,Business Analyst - Data Science,Genpact,"Noida, Uttar Pradesh",Posted30+ days ago,N/A
77,https://in.indeed.com//rc/clk?jk=ba1e968e71a433d7&fccid=552864f934d772c1&vjs=3,Data analysis and Steering,BK Talent Lease Consulting,"New Delhi, Delhi",Posted10 days ago,N/A
78,https://in.indeed.com//rc/clk?jk=fe995ec08dd5c898&fccid=ca0ec46d91a552fb&vjs=3,Junior/Associate Research Analyst,Eninrac Consulting,"Noida, Uttar Pradesh",Posted30+ days ago,N/A
79,https://in.indeed.com//rc/clk?jk=c0a296854178a4fe&fccid=3444e7c94299ba32&vjs=3,newBusiness Analyst,NOKIA,"Noida, Uttar Pradesh",Posted8 days ago,N/A
80,https://in.indeed.com//rc/clk?jk=9ba921ab66bc951d&fccid=fd85f30d9450eafe&vjs=3,newResearch Analyst (Mobility),BIS Research,"Noida, Uttar Pradesh",Posted8 days ago,N/A
81,https://in.indeed.com//rc/clk?jk=ba5c099f7d6ba1b6&fccid=2eb2abcbf23b05a3&vjs=3,Job Opening For KYC Analyst - Delhi Location,Shelby Shielding Futures,"Noida, Uttar Pradesh",Posted30+ days ago,N/A
82,https://in.indeed.com//rc/clk?jk=47c04c48e68a8f40&fccid=91444a28cb181211&vjs=3,Business Sys. Analysis Analyst,NTT DATA,"Noida, Uttar Pradesh",Posted14 days ago,N/A
83,https://in.indeed.com//rc/clk?jk=64ba51c44b2542f5&fccid=32006ab449771908&vjs=3,Analyst (DAW),Escalent,"Noida, Uttar Pradesh",Posted11 days ago,N/A
84,https://in.indeed.com//company/Quess-Corp-Limited/jobs/Tax-Reporting-Analyst-1537b20aabd6ae17?fccid=0c17f90fab932792&vjs=3,Tax Reporting Analyst,Quess Corp Limited,"Remote in Noida, Uttar Pradesh",Posted30+ days ago,"Rs. 5,00,000 a year"
85,https://in.indeed.com//rc/clk?jk=8ef7f62c5b1bbc04&fccid=bfabba614bd5280c&vjs=3,Data Analyst/Associate Analyst,PRS Legislative Research,"New Delhi, Delhi",Posted25 days ago,N/A
86,https://in.indeed.com//rc/clk?jk=da0cc78507b14ca9&fccid=363d27976f5fa667&vjs=3,Product Support Analyst - 6154,ION,"Noida, Uttar Pradesh",Posted30+ days ago,N/A
87,https://in.indeed.com//rc/clk?jk=2ce744232b87331a&fccid=edb4bf50a19b70a9&vjs=3,Senior Data Analyst,Mott MacDonald,"Noida, Uttar Pradesh",Posted30+ days ago,N/A
88,https://in.indeed.com//rc/clk?jk=18a40473cd1d1db7&fccid=a73edd994b0eec45&vjs=3,Data Analyst,Logicsoft International,"New Delhi, Delhi",Posted30+ days ago,N/A
89,https://in.indeed.com//rc/clk?jk=e97c1d95ac52f1e7&fccid=7da13d8ffb2e9c48&vjs=3,Business Intelligence Analyst – Power BI,Atlas,"Noida, Uttar Pradesh",Posted13 days ago,N/A
90,https://in.indeed.com//rc/clk?jk=0820635eaeb1f033&fccid=94537f412b84dc8c&vjs=3,Business Analyst,Kliento Technologies,"Noida, Uttar Pradesh",Posted30+ days ago,N/A
91,https://in.indeed.com//rc/clk?jk=36f893998235ccb7&fccid=4e917d9a3b14765d&vjs=3,Business Analyst - Telco,Paytm,"Noida, Uttar Pradesh",Posted30+ days ago,N/A
92,https://in.indeed.com//company/Pearson-India-Education-Services-Pvt.-Ltd/jobs/Fraud-Analyst-5045eb512cf2c235?fccid=d9974c77dbf4d195&vjs=3,Fraud Analyst (Test Security Analyst),Pearson India Education Services Pvt. Ltd,"Gautam Budh Nagar, Uttar Pradesh",EmployerActive 1 day ago,"Rs. 1,46,985 - Rs. 5,21,250 a year"
93,https://in.indeed.com//company/Busy-Infotech-P-Ltd/jobs/Business-Analyst-ac11f91b9c0f1ee2?fccid=23b67838c66ba404&vjs=3,Business Analyst,BIPL,"New Delhi, Delhi",EmployerActive 3 days ago,"Rs. 5,00,000 - Rs. 10,00,000 a year"
94,https://in.indeed.com//rc/clk?jk=75d5e43f2e814ef4&fccid=7d7d0db04ed504bd&vjs=3,RESEARCH ANALYST,Research Nester,"Noida, Uttar Pradesh",Posted30+ days ago,N/A
95,https://in.indeed.com//rc/clk?jk=a1851dbf7f583fe1&fccid=fcb0f3a2aec809d6&vjs=3,Business Analyst,Asset Infinity,"Remote in Noida, Uttar Pradesh",Posted15 days ago,N/A
96,https://in.indeed.com//rc/clk?jk=30f26fdcebe4005a&fccid=4e917d9a3b14765d&vjs=3,Business Analyst - Assistant Manager.,Paytm,"Noida, Uttar Pradesh",Posted15 days ago,N/A
97,https://in.indeed.com//rc/clk?jk=8d5ceadea634def1&fccid=a4b7e90c6a891db3&vjs=3,newBusiness Process Analyst,Rockwell Automation,"Noida, Uttar Pradesh",Posted3 days ago,N/A
98,https://in.indeed.com//rc/clk?jk=b1d5d38dbb7432e8&fccid=a311d3f78a9495c2&vjs=3,Senior Data Analyst- (SQL) Cyber Security,BlackBerry,"Noida, Uttar Pradesh",Posted30+ days ago,N/A
99,https://in.indeed.com//rc/clk?jk=94c7e28aa0524cbc&fccid=f89deb5a97c7738a&vjs=3,Business Intelligence Analyst 4,Adobe,"Noida, Uttar Pradesh",Posted30+ days ago,N/A
100,https://in.indeed.com//rc/clk?jk=f4f7ccce626e5547&fccid=91444a28cb181211&vjs=3,Data Center Ops Analyst,NTT DATA,"Noida, Uttar Pradesh",Posted30+ days ago,N/A
101,https://in.indeed.com//company/Insight-Print-Communications-Pvt.-Ltd./jobs/Sales-Analyst-Cum-Telecaller-c7583f5c0adad921?fccid=a71efd5cf9a192e4&vjs=3,newSales Analyst cum Telecaller,Insight Print Communications Pvt. Ltd.,"Faridabad, Haryana",EmployerActive 4 days ago,"Rs. 15,000 - Rs. 18,000 a month"
102,https://in.indeed.com//rc/clk?jk=2034ee06b8069a90&fccid=7d4c265376c38165&vjs=3,SQL Data Analyst,SAM Manpower and Career Services,"Noida, Uttar Pradesh",Posted30+ days ago,N/A
103,https://in.indeed.com//rc/clk?jk=73e86abaea1f543b&fccid=9f89a28f2336da78&vjs=3,Business Analyst,ShaktiSoft Projects,"Noida, Uttar Pradesh",Posted30+ days ago,N/A
104,https://in.indeed.com//rc/clk?jk=cdbd50e7e94fb2e2&fccid=0d1386ca25efa609&vjs=3,Business Applications Analyst II,UKG (Ultimate Kronos Group),"Noida, Uttar Pradesh",Posted11 days ago,N/A
105,https://in.indeed.com//rc/clk?jk=bfbca43b369d7d43&fccid=f0d8fbf068c8b69a&vjs=3,Data Analyst,University Living,"Noida, Uttar Pradesh",Posted30+ days ago,N/A
